Symbol,Adj Close,Close,High,Low,Open,Volume
ptt.bk,31.921253204345703,33.75,34.25,33.5,33.75,102677100.0
scb.bk,66.11650848388672,68.5,69.0,66.75,67.0,13812800.0
aot.bk,59.90092086791992,60.25,61.0,59.5,60.5,35754500.0
bh.bk,116.49752807617188,120.5,120.5,119.0,119.0,391100.0
ptt.bk,32.15770721435547,34.0,35.0,33.75,34.25,122083100.0
scb.bk,64.668701171875,67.0,69.0,67.0,68.5,9923000.0
aot.bk,58.409610748291016,58.75,60.0,58.75,59.75,33376500.0
bh.bk,115.04734802246094,119.0,122.0,118.0,120.0,901200.0
ptt.bk,32.15770721435547,34.0,34.75,33.75,34.75,52826400.0
scb.bk,63.7035026550293,66.0,67.5,66.0,67.25,8475200.0
aot.bk,58.409610748291016,58.75,59.75,58.75,59.5,13851500.0
bh.bk,113.59716796875,117.5,119.5,117.5,119.5,402100.0
ptt.bk,31.684799194335938,33.5,34.0,33.0,33.5,87950300.0
scb.bk,63.94479751586914,66.25,67.25,65.0,65.75,13911000.0
aot.bk,59.1552619934082,59.5,61.0,58.5,58.75,30584500.0
bh.bk,115.04734802246094,119.0,121.0,117.0,117.0,693600.0
ptt.bk,32.15770721435547,34.0,34.25,33.5,34.0,70051700.0
scb.bk,63.7035026550293,66.0,66.75,65.25,66.0,11789200.0
aot.bk,59.65237045288086,60.0,60.5,59.5,60.25,12386600.0
bh.bk,114.08055877685547,118.0,119.0,116.5,119.0,1603300.0
ptt.bk,33.5764274597168,35.5,35.5,34.5,35.0,182032900.0
scb.bk,66.11650848388672,68.5,68.5,66.5,66.75,26216900.0
aot.bk,61.88933181762695,62.25,62.5,61.0,61.25,52315000.0
bh.bk,113.59716796875,117.5,118.5,117.0,117.5,758400.0
ptt.bk,33.103519439697266,35.0,35.75,34.5,35.25,93125700.0
scb.bk,64.668701171875,67.0,67.75,66.5,67.5,11390900.0
aot.bk,60.149471282958984,60.5,61.75,60.25,61.75,27189300.0
bh.bk,111.6635971069336,115.5,118.0,115.5,116.0,987000.0
ptt.bk,32.39415740966797,34.25,35.25,34.25,35.0,64787000.0
scb.bk,63.7035026550293,66.0,67.0,65.25,67.0,11965600.0
aot.bk,59.1552619934082,59.5,60.25,59.0,60.0,22432800.0
bh.bk,109.24664306640625,113.0,116.0,112.5,116.0,1330100.0
ptt.bk,33.3399772644043,35.25,35.5,34.5,34.75,68596200.0
scb.bk,64.18609619140625,66.5,67.5,66.0,66.25,11954000.0
aot.bk,59.40381622314453,59.75,60.75,59.5,60.0,23722300.0
bh.bk,108.27986145019531,112.0,113.5,111.0,113.0,819400.0
ptt.bk,33.5764274597168,35.5,36.0,35.25,35.75,88413800.0
scb.bk,65.6339111328125,68.0,68.0,66.75,67.0,9877200.0
aot.bk,59.65237045288086,60.0,61.0,60.0,60.25,20542200.0
bh.bk,111.18020629882812,115.0,118.0,112.5,113.0,1621700.0
ptt.bk,34.285789489746094,36.25,36.25,35.25,35.5,71991100.0
scb.bk,65.39260864257812,67.75,68.0,67.25,67.5,11025500.0
aot.bk,60.646575927734375,61.0,61.25,59.5,59.75,20076600.0
bh.bk,111.18020629882812,115.0,116.0,114.5,115.0,604300.0
ptt.bk,34.049339294433594,36.0,36.5,35.75,36.0,49095100.0
scb.bk,65.6339111328125,68.0,68.0,66.75,67.5,12104300.0
aot.bk,59.90092086791992,60.25,61.0,60.0,61.0,12675800.0
bh.bk,109.24664306640625,113.0,115.0,113.0,114.0,804800.0
ptt.bk,33.5764274597168,35.5,35.75,35.0,35.5,45709300.0
scb.bk,64.91000366210938,67.25,67.75,67.0,67.5,9175400.0
aot.bk,59.40381622314453,59.75,60.25,59.25,59.5,19842200.0
bh.bk,108.76325225830078,112.5,114.0,112.0,112.5,824800.0
ptt.bk,33.5764274597168,35.5,36.0,35.25,35.75,78668000.0
scb.bk,64.18609619140625,66.5,67.5,66.25,67.5,9362900.0
aot.bk,58.65816116333008,59.0,60.25,59.0,60.0,18701400.0
bh.bk,108.27986145019531,112.0,114.0,112.0,114.0,837400.0
ptt.bk,34.049339294433594,36.0,36.5,36.0,36.0,77226800.0
scb.bk,64.42739868164062,66.75,67.25,66.5,67.0,5057600.0
aot.bk,58.16106033325195,58.5,59.5,58.5,59.25,18312300.0
bh.bk,101.51236724853516,105.0,113.0,105.0,112.5,2941100.0
ptt.bk,34.52224349975586,36.5,37.0,36.5,37.0,106752100.0
scb.bk,67.08171844482422,69.5,70.0,68.25,68.25,21009400.0
aot.bk,59.65237045288086,60.0,60.75,59.75,60.5,29824400.0
bh.bk,105.8628921508789,109.5,111.5,107.5,108.0,2228900.0
ptt.bk,34.758697509765625,36.75,37.0,36.25,36.5,46700700.0
scb.bk,67.3230209350586,69.75,71.0,68.75,70.25,17515900.0
aot.bk,59.1552619934082,59.5,60.25,59.0,60.0,17100500.0
bh.bk,107.31307220458984,111.0,112.0,109.5,110.5,719600.0
ptt.bk,34.995147705078125,37.0,37.25,36.5,37.0,47689600.0
scb.bk,66.59911346435547,69.0,70.5,69.0,70.25,8605300.0
aot.bk,58.409610748291016,58.75,59.5,58.25,59.25,29165000.0
bh.bk,104.89611053466797,108.5,111.0,108.0,110.5,1834500.0
